Datum,GameId,Saison,Heim,Gast,HeimTore,GastTore,HeimReg,GastReg,Ende,HeimSOG,GastSOG,HeimPIM,GastPIM,HeimTwId,HeimTw,GastTwId,GastTw
2026-01-06,2025020671,20252026,CAR,DAL,6,3,6,3,REG,33,23,6,10,8483548,B. Bussi,8479193,C. DeSmith
2026-01-06,2025020672,20252026,TOR,FLA,4,1,4,1,REG,23,32,11,9,8479361,J. Woll,8475683,S. Bobrovsky
2026-01-06,2025020673,20252026,WPG,VGK,3,4,3,3,OT,20,31,13,9,8476945,C. Hellebuyck,8479394,C. Hart
2026-01-06,2025020674,20252026,EDM,NSH,6,2,6,2,REG,43,26,4,4,8478971,C. Ingram,8477424,J. Saros
2026-01-06,2025020675,20252026,SJS,CBJ,5,2,5,2,REG,36,36,11,15,8477968,A. Nedeljkovic,8482982,J. Greaves
2026-01-06,2025020676,20252026,SEA,BOS,7,4,7,4,REG,27,36,6,8,8478916,J. Daccord,8480280,J. Swayman
2026-01-07,2025020677,20252026,WSH,DAL,1,4,1,4,REG,24,36,11,11,8480313,L. Thompson,8479193,C. DeSmith
2026-01-07,2025020678,20252026,MTL,CGY,4,1,4,1,REG,36,29,8,2,8484170,J. Fowler,8481692,D. Wolf
2026-01-07,2025020679,20252026,CHI,STL,7,3,7,3,REG,35,30,20,8,8481519,S. Knight,8476412,J. Binnington
2026-01-07,2025020680,20252026,UTA,OTT,3,1,3,1,REG,21,33,6,6,8478872,K. Vejmelka,8482447,L. Meriläinen
2026-01-07,2025020681,20252026,LAK,SJS,3,4,3,3,OT,26,28,8,6,8475311,D. Kuemper,8482137,Y. Askarov
2026-01-08,2025020682,20252026,BOS,CGY,4,1,4,1,REG,30,29,6,6,8476914,J. Korpisalo,8481692,D. Wolf
2026-01-08,2025020683,20252026,MTL,FLA,6,2,6,2,REG,19,27,22,24,8478470,S. Montembeault,8475683,S. Bobrovsky
2026-01-08,2025020684,20252026,DET,VAN,5,1,5,1,REG,25,24,4,6,8476434,J. Gibson,8480947,K. Lankinen
2026-01-08,2025020685,20252026,NYR,BUF,2,5,2,5,REG,32,21,4,6,8471734,J. Quick,8481551,C. Ellis
2026-01-08,2025020686,20252026,PHI,TOR,1,2,1,1,OT,23,23,4,6,8478435,D. Vladar,8483710,D. Hildeby
2026-01-08,2025020687,20252026,PIT,NJD,4,1,4,1,REG,29,29,4,6,8479973,S. Skinner,8474596,J. Allen
2026-01-08,2025020688,20252026,CAR,ANA,5,2,5,2,REG,35,13,6,14,8475883,F. Andersen,8478024,V. Husso
2026-01-08,2025020689,20252026,NSH,NYI,2,1,1,1,SO,27,31,10,8,8477424,J. Saros,8479496,D. Rittich
2026-01-08,2025020690,20252026,WPG,EDM,3,4,3,4,REG,16,30,9,9,8476945,C. Hellebuyck,8475717,C. Pickard
2026-01-08,2025020691,20252026,COL,OTT,8,2,8,2,REG,34,31,16,42,8475809,S. Wedgewood,8482447,L. Meriläinen
2026-01-08,2025020692,20252026,VGK,CBJ,5,3,5,3,REG,26,25,2,4,8481033,A. Schmid,8482982,J. Greaves
2026-01-08,2025020693,20252026,SEA,MIN,2,3,2,2,OT,28,34,2,6,8475831,P. Grubauer,8482661,J. Wallstedt
2026-01-09,2025020694,20252026,CHI,WSH,1,5,1,5,REG,24,24,6,8,8482123,D. Commesso,8480313,L. Thompson
2026-01-09,2025020695,20252026,WPG,LAK,5,1,5,1,REG,20,24,4,4,8477480,E. Comrie,8475311,D. Kuemper
2026-01-09,2025020696,20252026,UTA,STL,4,2,4,2,REG,23,28,22,20,8478872,K. Vejmelka,8480981,J. Hofer
2026-01-10,2025020697,20252026,BOS,NYR,10,2,10,2,REG,34,29,26,18,8480280,J. Swayman,8471734,J. Quick
2026-01-10,2025020698,20252026,PIT,CGY,1,2,1,2,REG,28,25,10,8,8481668,A. Silovs,8482445,D. Cooley
2026-01-10,2025020699,20252026,COL,CBJ,4,0,4,0,REG,31,29,4,4,8481529,T. Miner,8478007,E. Merzlikins
2026-01-10,2025020700,20252026,SJS,DAL,5,4,4,4,OT,31,20,4,12,8477968,A. Nedeljkovic,8479193,C. DeSmith
2026-01-10,2025020701,20252026,BUF,ANA,5,3,5,3,REG,32,36,13,13,8480045,U. Luukkonen,8480843,L. Dostal
2026-01-10,2025020702,20252026,TOR,VAN,5,0,5,0,REG,24,29,15,15,8479361,J. Woll,8480947,K. Lankinen
2026-01-10,2025020703,20252026,MTL,DET,0,4,0,4,REG,27,24,8,2,8484170,J. Fowler,8476434,J. Gibson
2026-01-10,2025020704,20252026,OTT,FLA,2,3,2,3,REG,19,21,10,12,8482447,L. Meriläinen,8475683,S. Bobrovsky
2026-01-10,2025020705,20252026,PHI,TBL,2,7,2,7,REG,20,23,9,9,8481035,S. Ersson,8476883,A. Vasilevskiy
2026-01-10,2025020706,20252026,CAR,SEA,3,2,3,2,REG,36,12,2,2,8483548,B. Bussi,8478916,J. Daccord
2026-01-10,2025020707,20252026,NSH,CHI,0,3,0,3,REG,36,21,8,8,8477424,J. Saros,8482123,D. Commesso
2026-01-10,2025020708,20252026,MIN,NYI,3,4,3,3,OT,36,27,6,8,8479406,F. Gustavsson,8478009,I. Sorokin
2026-01-10,2025020709,20252026,EDM,LAK,3,4,3,3,SO,26,30,4,8,8478971,C. Ingram,8476341,A. Forsberg
2026-01-10,2025020710,20252026,VGK,STL,4,2,4,2,REG,25,19,7,7,8481033,A. Schmid,8476412,J. Binnington
2026-01-11,2025020711,20252026,WPG,NJD,4,3,4,3,REG,22,27,2,4,8476945,C. Hellebuyck,8474596,J. Allen
2026-01-11,2025020712,20252026,BOS,PIT,1,0,1,0,REG,19,27,4,12,8476914,J. Korpisalo,8479973,S. Skinner
2026-01-11,2025020713,20252026,NSH,WSH,3,2,3,2,REG,21,32,10,12,8481020,J. Annunen,8479292,C. Lindgren
2026-01-11,2025020714,20252026,UTA,CBJ,2,3,2,2,OT,27,36,6,4,8477970,V. Vanecek,8482982,J. Greaves
2026-01-11,2025020715,20252026,SJS,VGK,2,7,2,7,REG,20,32,8,10,8482137,Y. Askarov,8482761,C. Lindbom
2026-01-12,2025020716,20252026,BUF,FLA,3,4,3,4,REG,23,32,7,9,8481551,C. Ellis,8475683,S. Bobrovsky
2026-01-12,2025020717,20252026,DET,CAR,4,3,3,3,OT,18,34,10,28,8476434,J. Gibson,8475883,F. Andersen
2026-01-12,2025020718,20252026,NYR,SEA,2,4,2,4,REG,22,29,4,4,8471734,J. Quick,8475831,P. Grubauer
2026-01-12,2025020719,20252026,PHI,TBL,1,5,1,5,REG,21,26,46,32,8478435,D. Vladar,8477992,J. Johansson
2026-01-12,2025020720,20252026,MTL,VAN,6,3,6,3,REG,41,23,4,2,8482487,J. Dobes,8484268,N. Tolopilo
2026-01-12,2025020721,20252026,MIN,NJD,2,5,2,5,REG,23,29,4,4,8482661,J. Wallstedt,8474593,J. Markstrom
2026-01-12,2025020722,20252026,CHI,EDM,1,4,1,4,REG,30,37,2,4,8481519,S. Knight,8478971,C. Ingram
2026-01-12,2025020723,20252026,COL,TOR,3,4,3,3,OT,34,31,6,8,8481529,T. Miner,8479361,J. Woll
2026-01-12,2025020724,20252026,LAK,DAL,1,3,1,3,REG,25,18,2,6,8475311,D. Kuemper,8479979,J. Oettinger
2026-01-13,2025020725,20252026,OTT,VAN,2,1,2,1,REG,40,20,2,4,8482447,L. Meriläinen,8480947,K. Lankinen
2026-01-13,2025020726,20252026,PIT,TBL,1,2,1,1,SO,27,31,14,33,8481668,A. Silovs,8476883,A. Vasilevskiy
2026-01-13,2025020727,20252026,WSH,MTL,3,2,2,2,OT,42,25,23,25,8480313,L. Thompson,8478470,S. Montembeault
2026-01-13,2025020728,20252026,CBJ,CGY,5,3,5,3,REG,43,32,9,13,8482982,J. Greaves,8481692,D. Wolf
2026-01-13,2025020729,20252026,BOS,DET,3,0,3,0,REG,41,24,4,4,8480280,J. Swayman,8475660,C. Talbot
2026-01-13,2025020730,20252026,STL,CAR,3,0,3,0,REG,31,33,6,6,8480981,J. Hofer,8483548,B. Bussi
2026-01-13,2025020731,20252026,NSH,EDM,4,3,3,3,OT,27,31,13,11,8477424,J. Saros,8477465,T. Jarry
2026-01-13,2025020732,20252026,WPG,NYI,5,4,5,4,REG,22,27,2,4,8476945,C. Hellebuyck,8478009,I. Sorokin
2026-01-13,2025020733,20252026,UTA,TOR,6,1,6,1,REG,41,20,8,6,8478872,K. Vejmelka,8483710,D. Hildeby
2026-01-13,2025020734,20252026,ANA,DAL,3,1,3,1,REG,25,25,4,4,8480843,L. Dostal,8479193,C. DeSmith
2026-01-14,2025020735,20252026,NJD,SEA,3,2,2,2,OT,26,17,4,4,8474593,J. Markstrom,8475831,P. Grubauer
2026-01-14,2025020736,20252026,BUF,PHI,5,2,5,2,REG,15,22,10,12,8480045,U. Luukkonen,8481035,S. Ersson
2026-01-14,2025020737,20252026,NYR,OTT,4,8,4,8,REG,22,30,6,2,8471734,J. Quick,8482447,L. Meriläinen
2026-01-14,2025020738,20252026,LAK,VGK,2,3,2,2,OT,24,27,4,2,8475311,D. Kuemper,8481033,A. Schmid
2026-01-15,2025020739,20252026,BOS,SEA,4,2,4,2,REG,24,28,13,9,8480280,J. Swayman,8478916,J. Daccord
2026-01-15,2025020740,20252026,BUF,MTL,5,3,5,3,REG,27,23,10,12,8481551,C. Ellis,8484170,J. Fowler
2026-01-15,2025020741,20252026,PIT,PHI,6,3,6,3,REG,30,34,13,13,8479973,S. Skinner,8482783,A. Kolosov
2026-01-15,2025020742,20252026,WSH,SJS,2,3,2,3,REG,23,26,6,4,8480313,L. Thompson,8477968,A. Nedeljkovic
2026-01-15,2025020743,20252026,CBJ,VAN,4,1,4,1,REG,36,31,4,4,8478007,E. Merzlikins,8480947,K. Lankinen
2026-01-15,2025020744,20252026,MIN,WPG,2,6,2,6,REG,34,29,8,6,8482661,J. Wallstedt,8476945,C. Hellebuyck
2026-01-15,2025020745,20252026,CHI,CGY,1,3,1,3,REG,23,23,17,19,8481519,S. Knight,8482445,D. Cooley
2026-01-15,2025020746,20252026,UTA,DAL,2,1,2,1,REG,27,27,4,6,8478872,K. Vejmelka,8479979,J. Oettinger
2026-01-15,2025020747,20252026,EDM,NYI,0,1,0,1,REG,35,18,2,4,8478971,C. Ingram,8478009,I. Sorokin
2026-01-15,2025020748,20252026,VGK,TOR,6,5,5,5,OT,33,28,2,6,8478499,A. Hill,8479361,J. Woll
2026-01-16,2025020749,20252026,DET,SJS,4,2,4,2,REG,25,22,2,4,8476434,J. Gibson,8482137,Y. Askarov
2026-01-16,2025020750,20252026,CAR,FLA,9,1,9,1,REG,36,16,17,27,8483548,B. Bussi,8475683,S. Bobrovsky
2026-01-16,2025020751,20252026,STL,TBL,3,2,2,2,SO,21,36,6,4,8480981,J. Hofer,8476883,A. Vasilevskiy
2026-01-16,2025020752,20252026,COL,NSH,3,7,3,7,REG,43,30,2,4,8478406,M. Blackwood,8477424,J. Saros
2026-01-16,2025020753,20252026,LAK,ANA,2,3,2,2,SO,28,28,4,6,8475311,D. Kuemper,8480843,L. Dostal
2026-01-17,2025020754,20252026,BUF,MIN,4,5,4,4,OT,24,36,15,15,8480045,U. Luukkonen,8479406,F. Gustavsson
2026-01-17,2025020755,20252026,PHI,NYR,3,6,3,6,REG,28,28,8,4,8481035,S. Ersson,8477484,S. Martin
2026-01-17,2025020756,20252026,CGY,NYI,4,2,4,2,REG,19,30,4,6,8481692,D. Wolf,8479496,D. Rittich
2026-01-17,2025020757,20252026,UTA,SEA,6,3,6,3,REG,31,21,6,4,8478872,K. Vejmelka,8475831,P. Grubauer
2026-01-17,2025020758,20252026,OTT,MTL,5,6,5,5,OT,34,19,12,8,8482447,L. Meriläinen,8478470,S. Montembeault
2026-01-17,2025020759,20252026,NJD,CAR,1,4,1,4,REG,30,35,2,8,8474593,J. Markstrom,8475883,F. Andersen
2026-01-17,2025020760,20252026,PIT,CBJ,3,4,3,3,SO,33,26,6,8,8481668,A. Silovs,8478007,E. Merzlikins
2026-01-17,2025020761,20252026,WSH,FLA,2,5,2,5,REG,24,31,6,4,8480313,L. Thompson,8480193,D. Tarasov
2026-01-17,2025020762,20252026,WPG,TOR,3,4,3,3,OT,30,37,4,6,8476945,C. Hellebuyck,8483710,D. Hildeby
2026-01-17,2025020763,20252026,CHI,BOS,2,5,2,5,REG,24,23,2,2,8482821,A. Soderblom,8476914,J. Korpisalo
2026-01-17,2025020764,20252026,VAN,EDM,0,6,0,6,REG,31,35,6,2,8484268,N. Tolopilo,8477465,T. Jarry
2026-01-17,2025020765,20252026,VGK,NSH,7,2,7,2,REG,36,29,8,4,8481033,A. Schmid,8481020,J. Annunen
2026-01-17,2025020766,20252026,ANA,LAK,2,1,1,1,OT,33,18,17,11,8478024,V. Husso,8476341,A. Forsberg
2026-01-18,2025020767,20252026,DAL,TBL,1,4,1,4,REG,20,26,6,6,8479979,J. Oettinger,8476883,A. Vasilevskiy
2026-01-18,2025020768,20252026,DET,OTT,4,3,3,3,OT,34,22,10,12,8476434,J. Gibson,8473503,J. Reimer
2026-01-18,2025020769,20252026,EDM,STL,5,0,5,0,REG,28,27,6,6,8478971,C. Ingram,8476412,J. Binnington
2026-01-19,2025020770,20252026,CAR,BUF,2,1,2,1,REG,29,18,6,8,8483548,B. Bussi,8480045,U. Luukkonen
2026-01-19,2025020771,20252026,COL,WSH,5,2,5,2,REG,44,24,10,14,8475809,S. Wedgewood,8479292,C. Lindgren
2026-01-19,2025020772,20252026,SEA,PIT,3,6,3,6,REG,23,32,6,6,8478916,J. Daccord,8479973,S. Skinner
2026-01-19,2025020773,20252026,FLA,SJS,1,4,1,4,REG,36,28,19,19,8475683,S. Bobrovsky,8477968,A. Nedeljkovic
2026-01-19,2025020774,20252026,TOR,MIN,3,6,3,6,REG,30,39,6,8,8479361,J. Woll,8479406,F. Gustavsson
2026-01-19,2025020775,20252026,VGK,PHI,1,2,1,2,REG,25,17,4,14,8478499,A. Hill,8481035,S. Ersson
2026-01-19,2025020776,20252026,CHI,WPG,2,0,2,0,REG,24,32,4,6,8481519,S. Knight,8476945,C. Hellebuyck
2026-01-19,2025020777,20252026,CGY,NJD,1,2,1,1,OT,22,32,4,8,8482445,D. Cooley,8474593,J. Markstrom
2026-01-19,2025020778,20252026,VAN,NYI,3,4,3,4,REG,32,33,6,4,8480947,K. Lankinen,8478009,I. Sorokin
2026-01-19,2025020779,20252026,ANA,NYR,5,3,5,3,REG,26,22,8,6,8480843,L. Dostal,8477484,S. Martin
2026-01-20,2025020780,20252026,MTL,MIN,4,3,4,3,REG,33,20,8,6,8482487,J. Dobes,8482661,J. Wallstedt
2026-01-20,2025020781,20252026,TBL,SJS,4,1,4,1,REG,20,23,0,2,8476883,A. Vasilevskiy,8482137,Y. Askarov
2026-01-20,2025020782,20252026,CBJ,OTT,1,4,1,4,REG,22,21,8,8,8482982,J. Greaves,8473503,J. Reimer
2026-01-20,2025020783,20252026,DAL,BOS,6,2,6,2,REG,37,18,9,11,8479979,J. Oettinger,8480280,J. Swayman
2026-01-20,2025020784,20252026,NSH,BUF,3,5,3,5,REG,34,33,4,6,8481020,J. Annunen,8479312,A. Lyon
2026-01-20,2025020785,20252026,WPG,STL,3,1,3,1,REG,16,23,8,6,8477480,E. Comrie,8480981,J. Hofer
2026-01-20,2025020786,20252026,EDM,NJD,1,2,1,2,REG,23,17,19,11,8477465,T. Jarry,8474596,J. Allen
2026-01-20,2025020787,20252026,LAK,NYR,4,3,4,3,REG,27,36,4,6,8476341,A. Forsberg,8471734,J. Quick
2026-01-21,2025020788,20252026,TOR,DET,1,2,1,1,OT,31,41,4,4,8479361,J. Woll,8476434,J. Gibson
2026-01-21,2025020789,20252026,COL,ANA,1,2,1,1,SO,41,16,2,4,8475809,S. Wedgewood,8480843,L. Dostal
2026-01-21,2025020790,20252026,UTA,PHI,5,4,4,4,OT,27,29,15,11,8478872,K. Vejmelka,8481035,S. Ersson
2026-01-21,2025020791,20252026,CGY,PIT,1,4,1,4,REG,19,25,2,2,8481692,D. Wolf,8479973,S. Skinner
2026-01-21,2025020792,20252026,VAN,WSH,4,3,4,3,REG,25,32,10,10,8480947,K. Lankinen,8480313,L. Thompson
2026-01-21,2025020793,20252026,SEA,NYI,4,1,4,1,REG,25,25,14,6,8475831,P. Grubauer,8478009,I. Sorokin
2026-01-22,2025020794,20252026,BOS,VGK,4,3,4,3,REG,29,33,15,13,8476914,J. Korpisalo,8481033,A. Schmid
2026-01-22,2025020795,20252026,MTL,BUF,2,4,2,4,REG,34,17,8,10,8478470,S. Montembeault,8480045,U. Luukkonen
2026-01-22,2025020796,20252026,CAR,CHI,3,4,3,3,SO,31,22,7,15,8475883,F. Andersen,8481519,S. Knight
2026-01-22,2025020797,20252026,CBJ,DAL,1,0,1,0,REG,22,28,2,2,8482982,J. Greaves,8479193,C. DeSmith
2026-01-22,2025020798,20252026,NSH,OTT,5,3,5,3,REG,27,26,8,12,8477424,J. Saros,8473503,J. Reimer
2026-01-22,2025020799,20252026,WPG,FLA,1,2,1,1,SO,18,20,8,10,8476945,C. Hellebuyck,8480193,D. Tarasov
2026-01-22,2025020800,20252026,EDM,PIT,2,6,2,6,REG,32,23,4,4,8477465,T. Jarry,8481668,A. Silovs
2026-01-22,2025020801,20252026,MIN,DET,4,3,3,3,OT,39,34,4,8,8479406,F. Gustavsson,8475660,C. Talbot
2026-01-23,2025020802,20252026,TOR,VGK,3,6,3,6,REG,21,31,2,2,8476932,A. Stolarz,8478499,A. Hill
2026-01-23,2025020803,20252026,CHI,TBL,1,2,1,1,SO,19,31,11,9,8482821,A. Soderblom,8476883,A. Vasilevskiy
2026-01-23,2025020804,20252026,DAL,STL,3,2,3,2,REG,19,22,6,10,8479979,J. Oettinger,8476412,J. Binnington
2026-01-23,2025020805,20252026,COL,PHI,3,7,3,7,REG,35,20,4,8,8478406,M. Blackwood,8481035,S. Ersson
2026-01-23,2025020806,20252026,CGY,WSH,1,3,1,3,REG,26,38,18,16,8482445,D. Cooley,8480313,L. Thompson
2026-01-23,2025020807,20252026,VAN,NJD,4,5,4,5,REG,25,24,6,4,8480947,K. Lankinen,8474593,J. Markstrom
2026-01-23,2025020808,20252026,SJS,NYR,3,1,3,1,REG,32,29,4,14,8477968,A. Nedeljkovic,8477484,S. Martin
2026-01-23,2025020809,20252026,SEA,ANA,2,4,2,4,REG,22,31,4,4,8475831,P. Grubauer,8480843,L. Dostal
2026-01-24,2025020810,20252026,NYI,BUF,0,5,0,5,REG,26,21,6,8,8479496,D. Rittich,8479312,A. Lyon
2026-01-24,2025020811,20252026,NSH,UTA,2,5,2,5,REG,29,30,4,6,8477424,J. Saros,8478872,K. Vejmelka
2026-01-24,2025020812,20252026,BOS,MTL,4,3,4,3,REG,20,25,11,13,8480280,J. Swayman,8478470,S. Montembeault
2026-01-24,2025020813,20252026,OTT,CAR,1,4,1,4,REG,37,19,8,18,8473503,J. Reimer,8483548,B. Bussi
2026-01-24,2025020814,20252026,CBJ,TBL,8,5,8,5,REG,31,30,6,6,8482982,J. Greaves,8477992,J. Johansson
2026-01-24,2025020815,20252026,WPG,DET,1,5,1,5,REG,27,31,6,2,8476945,C. Hellebuyck,8476434,J. Gibson
2026-01-24,2025020816,20252026,STL,LAK,4,5,4,4,SO,29,28,11,13,8480981,J. Hofer,8475311,D. Kuemper
2026-01-24,2025020817,20252026,MIN,FLA,3,4,3,3,OT,21,34,17,17,8479406,F. Gustavsson,8475683,S. Bobrovsky
2026-01-24,2025020818,20252026,EDM,WSH,6,5,5,5,OT,40,27,10,10,8478971,C. Ingram,8479292,C. Lindgren
2026-01-25,2025020819,20252026,TOR,COL,1,4,1,4,REG,33,37,4,6,8479361,J. Woll,8478406,M. Blackwood
2026-01-25,2025020820,20252026,SEA,NJD,4,2,4,2,REG,19,29,13,23,8478916,J. Daccord,8474593,J. Markstrom
2026-01-25,2025020821,20252026,OTT,VGK,7,1,7,1,REG,32,20,2,2,8481544,M. Sogaard,8478499,A. Hill
2026-01-25,2025020822,20252026,VAN,PIT,2,3,2,3,REG,32,25,0,4,8480947,K. Lankinen,8479973,S. Skinner
2026-01-25,2025020823,20252026,CHI,FLA,1,5,1,5,REG,22,25,2,6,8481519,S. Knight,8480193,D. Tarasov
2026-01-25,2025020824,20252026,CGY,ANA,3,4,3,3,OT,35,21,4,2,8481692,D. Wolf,8480843,L. Dostal
2026-01-26,2025020825,20252026,TBL,UTA,2,0,2,0,REG,29,28,17,19,8476883,A. Vasilevskiy,8478872,K. Vejmelka
2026-01-26,2025020826,20252026,NYR,BOS,4,3,3,3,OT,28,24,2,8,8471734,J. Quick,8476914,J. Korpisalo
2026-01-26,2025020827,20252026,PHI,NYI,0,4,0,4,REG,21,23,8,8,8481035,S. Ersson,8478009,I. Sorokin
2026-03-09,2025020828,20252026,CBJ,LAK,4,5,4,4,OT,32,31,6,8,8482982,J. Greaves,8476341,A. Forsberg
2026-01-26,2025020829,20252026,EDM,ANA,7,4,7,4,REG,32,41,8,6,8477465,T. Jarry,8478024,V. Husso
2026-01-27,2025020830,20252026,BOS,NSH,3,2,2,2,OT,28,30,10,8,8480280,J. Swayman,8477424,J. Saros
2026-01-27,2025020831,20252026,TOR,BUF,4,7,4,7,REG,23,31,4,0,8479361,J. Woll,8481551,C. Ellis
2026-01-27,2025020832,20252026,MTL,VGK,3,2,2,2,OT,26,34,6,8,8482487,J. Dobes,8481033,A. Schmid
2026-01-27,2025020833,20252026,DET,LAK,1,3,1,3,REG,28,22,6,8,8476434,J. Gibson,8476341,A. Forsberg
2026-01-27,2025020834,20252026,FLA,UTA,3,4,3,4,REG,30,20,10,12,8475683,S. Bobrovsky,8477970,V. Vanecek
2026-01-27,2025020835,20252026,NJD,WPG,3,4,3,4,REG,29,26,4,4,8474596,J. Allen,8476945,C. Hellebuyck
2026-01-27,2025020836,20252026,STL,DAL,3,4,3,4,REG,26,24,6,2,8476412,J. Binnington,8479979,J. Oettinger
2026-01-27,2025020837,20252026,MIN,CHI,4,3,3,3,SO,23,32,10,2,8482661,J. Wallstedt,8481519,S. Knight
2026-01-27,2025020838,20252026,VAN,SJS,2,5,2,5,REG,25,33,15,15,8484268,N. Tolopilo,8482137,Y. Askarov
2026-01-27,2025020839,20252026,SEA,WSH,5,1,5,1,REG,32,20,15,13,8475831,P. Grubauer,8480313,L. Thompson
2026-01-28,2025020840,20252026,CBJ,PHI,5,3,5,3,REG,31,27,10,4,8478007,E. Merzlikins,8478435,D. Vladar
2026-01-28,2025020841,20252026,OTT,COL,5,2,5,2,REG,23,18,0,6,8473503,J. Reimer,8478406,M. Blackwood
2026-01-28,2025020842,20252026,NYI,NYR,5,2,5,2,REG,36,16,6,10,8479496,D. Rittich,8477484,S. Martin
2026-01-29,2025020843,20252026,BOS,PHI,6,3,6,3,REG,27,36,12,8,8480280,J. Swayman,8481035,S. Ersson
2026-01-29,2025020844,20252026,BUF,LAK,4,1,4,1,REG,32,38,28,28,8479312,A. Lyon,8475311,D. Kuemper
2026-01-29,2025020845,20252026,MTL,COL,7,3,7,3,REG,28,29,6,6,8482487,J. Dobes,8475809,S. Wedgewood
2026-01-29,2025020846,20252026,DET,WSH,3,4,3,3,SO,21,23,2,6,8476434,J. Gibson,8479292,C. Lindgren
2026-01-29,2025020847,20252026,TBL,WPG,4,1,4,1,REG,37,24,6,4,8476883,A. Vasilevskiy,8476945,C. Hellebuyck
2026-01-29,2025020848,20252026,NJD,NSH,3,2,2,2,OT,35,29,4,6,8474593,J. Markstrom,8481020,J. Annunen
2026-01-29,2025020849,20252026,NYR,NYI,1,2,1,2,REG,21,21,8,8,8471734,J. Quick,8478009,I. Sorokin
2026-01-29,2025020850,20252026,PIT,CHI,6,2,6,2,REG,45,20,8,6,8481668,A. Silovs,8482821,A. Soderblom
2026-01-29,2025020851,20252026,CAR,UTA,5,4,5,4,REG,33,25,4,10,8483548,B. Bussi,8478872,K. Vejmelka
2026-01-29,2025020852,20252026,STL,FLA,5,4,5,4,REG,31,20,25,19,8480981,J. Hofer,8480193,D. Tarasov
2026-01-29,2025020853,20252026,MIN,CGY,4,1,4,1,REG,24,30,11,9,8479406,F. Gustavsson,8482445,D. Cooley
2026-01-29,2025020854,20252026,EDM,SJS,4,3,3,3,OT,32,21,6,4,8478971,C. Ingram,8482137,Y. Askarov
2026-01-29,2025020855,20252026,VAN,ANA,2,0,2,0,REG,26,33,6,6,8484268,N. Tolopilo,8480843,L. Dostal
2026-01-29,2025020856,20252026,VGK,DAL,4,5,4,4,SO,21,27,4,2,8478499,A. Hill,8479979,J. Oettinger
2026-01-29,2025020857,20252026,SEA,TOR,5,2,5,2,REG,22,31,6,4,8478916,J. Daccord,8476932,A. Stolarz
2026-01-30,2025020858,20252026,CHI,CBJ,2,4,2,4,REG,24,26,4,4,8481519,S. Knight,8478007,E. Merzlikins
2026-01-31,2025020859,20252026,PHI,LAK,2,3,2,2,OT,21,21,2,4,8478435,D. Vladar,8475311,D. Kuemper
2026-01-31,2025020860,20252026,DET,COL,0,5,0,5,REG,28,21,6,6,8476434,J. Gibson,8478406,M. Blackwood
2026-01-31,2025020861,20252026,PIT,NYR,6,5,6,5,REG,34,20,6,12,8479973,S. Skinner,8471734,J. Quick
2026-01-31,2025020862,20252026,FLA,WPG,1,2,1,2,REG,28,21,8,4,8475683,S. Bobrovsky,8477480,E. Comrie
2026-01-31,2025020863,20252026,CGY,SJS,3,2,3,2,REG,42,25,10,22,8481692,D. Wolf,8477968,A. Nedeljkovic
2026-01-31,2025020864,20252026,WSH,CAR,4,3,3,3,OT,42,22,4,8,8483532,C. Stevenson,8475883,F. Andersen
2026-01-31,2025020865,20252026,BUF,MTL,2,4,2,4,REG,38,31,6,8,8479312,A. Lyon,8482487,J. Dobes
2026-01-31,2025020866,20252026,OTT,NJD,4,1,4,1,REG,34,27,12,8,8476999,L. Ullmark,8474596,J. Allen
2026-01-31,2025020867,20252026,NYI,NSH,3,4,3,4,REG,30,42,6,18,8478009,I. Sorokin,8477424,J. Saros
2026-01-31,2025020868,20252026,STL,CBJ,3,5,3,5,REG,33,23,4,8,8476412,J. Binnington,8482982,J. Greaves
2026-01-31,2025020869,20252026,VAN,TOR,2,3,2,2,SO,30,41,2,2,8484268,N. Tolopilo,8479361,J. Woll
2026-01-31,2025020870,20252026,UTA,DAL,2,3,2,3,REG,14,32,10,4,8478872,K. Vejmelka,8479193,C. DeSmith
2026-01-31,2025020871,20252026,EDM,MIN,3,7,3,7,REG,42,29,6,4,8477465,T. Jarry,8482661,J. Wallstedt
2026-01-31,2025020872,20252026,VGK,SEA,2,3,2,3,REG,29,22,2,4,8481033,A. Schmid,8478916,J. Daccord
2026-02-01,2025020873,20252026,TBL,BOS,6,5,5,5,SO,46,34,15,25,8476883,A. Vasilevskiy,8480280,J. Swayman
2026-02-01,2025020874,20252026,CAR,LAK,3,2,2,2,OT,34,13,10,14,8483548,B. Bussi,8476341,A. Forsberg
2026-02-01,2025020875,20252026,ANA,VGK,4,3,4,3,REG,23,31,4,4,8480843,L. Dostal,8478499,A. Hill
2026-02-02,2025020876,20252026,FLA,BUF,3,5,3,5,REG,42,20,6,8,8475683,S. Bobrovsky,8479312,A. Lyon
2026-02-02,2025020877,20252026,PIT,OTT,2,3,2,3,REG,16,31,8,2,8481668,A. Silovs,8476999,L. Ullmark
2026-02-02,2025020878,20252026,WSH,NYI,4,1,4,1,REG,25,30,9,13,8483532,C. Stevenson,8479496,D. Rittich
2026-02-02,2025020879,20252026,MIN,MTL,4,3,3,3,OT,24,20,2,6,8479406,F. Gustavsson,8482487,J. Dobes
2026-02-02,2025020880,20252026,NSH,STL,6,5,6,5,REG,28,34,4,4,8481020,J. Annunen,8480981,J. Hofer
